"centre_no","size","supermarket.800","pharmacy.800","post.800","gp.800","mat.child.health.800","dentist.800","childcare.800","kindergarten.800","primary.800","comm.library.800","convenience.400","rest.cafe.400","park.400","bus.400.tram.600.train.800"
230,"small",0,0,42.2872340425532,61.436170212766,2.65957446808511,61.436170212766,100,85.3723404255319,38.563829787234,0,14.8936170212766,91.4893617021277,88.2978723404255,100
231,"small",39.2156862745098,2.94117647058824,4.57516339869281,98.6928104575163,0,26.797385620915,97.0588235294118,0,97.0588235294118,4.2483660130719,96.7320261437908,0,58.4967320261438,48.6928104575163
232,"large",91.2935323383085,0,21.8905472636816,70.3980099502487,68.0348258706468,89.8009950248756,100,45.0248756218905,92.7860696517413,0,5.97014925373134,18.2835820895522,79.6019900497513,100
233,"large",97.7180714022819,25.9293338240707,0,94.8472580051528,41.3323518586676,94.3503864556496,97.3684210526316,45.1785057048215,76.5366212734634,62.0721383879279,66.2679425837321,69.8932646301067,91.3323518586676,99.815973500184
234,"small",28.1914893617021,6.56028368794326,0,50.886524822695,55.1418439716312,0,100,0,100,0,72.5177304964539,37.4113475177305,79.9645390070922,100
235,"small",0,0,0,100,100,100,61.5819209039548,12.1468926553672,85.0282485875706,0,85.4519774011299,96.045197740113,69.3502824858757,100
236,"medium",98.987676056338,96.5669014084507,0,61.3996478873239,27.112676056338,14.612676056338,97.8433098591549,0.528169014084507,79.4894366197183,19.3661971830986,45.2904929577465,41.2852112676056,93.3538732394366,94.8943661971831
237,"large",97.8748877581562,27.4468721939539,0,98.1143370248429,0.389105058365759,30.1706076025142,100,94.1634241245136,68.0933852140078,59.0841065549237,54.6542951212212,52.7387009877282,93.4750074827896,96.5878479497157
238,"small",27.1028037383178,27.1028037383178,27.1028037383178,85.0467289719626,85.0467289719626,0,91.1214953271028,85.0467289719626,85.0467289719626,0,80.8411214953271,46.2616822429907,64.4859813084112,100
239,"small",0,0,98.7244897959184,10.4591836734694,0,0,98.7244897959184,98.7244897959184,20.4081632653061,0,76.0204081632653,56.8877551020408,86.4795918367347,99.234693877551
24,"small",9.34256055363322,19.3771626297578,0,19.3771626297578,1.73010380622837,11.4186851211073,100,100,100,0,0,92.7335640138408,100,27.681660899654
240,"large",62.7659574468085,0,0,92.863475177305,4.12234042553191,5.80673758865248,99.6897163120567,58.0673758865248,47.1187943262411,54.2109929078014,61.3918439716312,51.7287234042553,91.9769503546099,94.7251773049645
241,"small",0,0,8.02675585284281,3.51170568561873,45.819397993311,0,20.7357859531773,13.0434782608696,66.8896321070234,0,1.33779264214047,0,100,100
242,"small",3.98089171974522,0,3.98089171974522,93.1528662420382,91.7197452229299,100,100,60.828025477707,50.3184713375796,0,88.8535031847134,51.2738853503185,100,100
243,"medium",37.2881355932203,55.0462249614792,62.1725731895223,88.9830508474576,71.4946070878274,96.5716486902928,98.7673343605547,26.2326656394453,66.7565485362096,39.7919876733436,39.8690292758089,66.5639445300462,61.2480739599384,100
244,"small",5.79964850615114,0,7.90861159929701,72.231985940246,77.6801405975395,97.1880492091388,91.0369068541301,11.5992970123023,98.4182776801406,0,0,75.7469244288225,66.4323374340949,100
245,"small",55.4959785522788,0,0,8.57908847184987,72.9222520107239,100,100,90.0804289544236,77.4798927613941,0,2.14477211796247,0.536193029490617,99.4638069705094,100
246,"large",97.0141948115516,31.9627998042095,0.978952520802741,89.8188937836515,66.3729809104259,64.5619187469408,96.7205090553108,37.6896720509055,68.2819383259912,37.5917767988253,33.4312285854136,12.5305922662751,72.3935389133627,100
247,"small",40.6855439642325,19.9701937406855,37.8539493293592,49.0312965722802,50.6706408345753,40.6855439642325,100,77.4962742175857,60.3576751117735,50.6706408345753,0,97.1684053651267,71.833084947839,100
248,"small",94.3438914027149,2.03619909502262,0,100,97.9638009049774,97.9638009049774,97.8506787330317,59.5022624434389,58.9366515837104,55.6561085972851,39.7058823529412,2.03619909502262,91.5158371040724,100
249,"medium",95.7746478873239,85.7020913358942,95.6466069142126,66.7093469910371,40.6316688006829,79.1293213828425,98.2074263764405,39.1805377720871,82.842509603073,0,43.4058898847631,28.1263337601366,59.0695689287239,100
25,"small",3.85321100917431,0,0,26.0550458715596,12.2935779816514,69.7247706422018,100,0,17.4311926605505,0,0,98.348623853211,75.7798165137615,100
250,"medium",50.8508112386229,31.3415116739216,96.3593193510091,20.4590423426989,69.0146418678275,90.4234269885239,96.8737633557578,68.3419074000792,75.7419865453107,0,47.3684210526316,38.5437277404036,67.3525920063316,99.1294024535022
251,"small",16.6015625,0,15.8203125,15.234375,99.4140625,33.203125,100,0,32.8125,0,73.6328125,77.1484375,60.15625,91.015625
252,"small",22.4156692056583,7.3993471164309,14.689880304679,62.2415669205658,35.9085963003264,100,99.6735582154516,52.1218715995647,40.8052230685528,6.52883569096844,89.4450489662677,15.8868335146899,99.455930359086,100
253,"small",67.3469387755102,60.1255886970173,52.276295133438,67.3469387755102,87.9120879120879,75.9811616954474,100,56.828885400314,97.331240188383,83.0455259026688,3.92464678178964,100,57.6138147566719,100
254,"small",0,0,0,0,0,0,0,0,0,0,89.453125,0,100,98.4375
255,"small",49.4623655913978,0,54.8387096774194,68.8172043010753,18.6379928315412,0,70.2508960573477,69.1756272401434,100,0,89.6057347670251,3.2258064516129,100,78.1362007168459
256,"large",99.2473821989529,88.0562827225131,0,65.2814136125654,17.1138743455497,55.988219895288,100,13.1871727748691,55.988219895288,5.89005235602094,58.6060209424084,63.9397905759162,93.979057591623,100
257,"small",0,0,0,13.9949109414758,46.0559796437659,0,98.4732824427481,10.1781170483461,100,0,37.9134860050891,0,75.8269720101781,100
258,"small",0,0,0,26.1217948717949,0,0,99.0384615384615,0,99.0384615384615,0,91.3461538461538,0.961538461538462,60.5769230769231,98.8782051282051
259,"large",99.113818886735,81.833287178067,38.4381057878704,94.1290501246192,75.8238715037386,68.4574909997231,99.9723068402105,38.2996399889227,94.6275270008308,7.56023262254223,49.5707560232623,87.7873165328164,92.1074494599834,99.8061478814733
26,"small",0,0,0,42.1128798842258,11.8668596237337,0,78.8712011577424,0,0.723589001447178,0,0,9.55137481910275,51.6642547033285,100
260,"small",59.2625109745391,7.7260755048288,7.90166812993854,43.8981562774363,100,3.07287093942054,100,100,99.5610184372256,0,7.11150131694469,88.937664618086,81.4749780509219,98.2440737489026
261,"small",0,0,6.75287356321839,6.89655172413793,49.2816091954023,6.89655172413793,100,66.5229885057471,79.0229885057471,0,79.0229885057471,87.7873563218391,62.5,95.6896551724138
262,"large",0.440140845070423,17.693661971831,88.2482394366197,55.0616197183099,42.737676056338,96.5669014084507,99.2957746478873,14.9647887323944,94.762323943662,0.0880281690140845,16.681338028169,55.5897887323944,53.9172535211268,99.4278169014084
263,"large",83.8030173640763,59.6356390549388,0,85.6817534870481,20.66609735269,34.3296327924851,100,70.8511243951039,96.0717335610589,49.2171932820951,56.1912894961571,61.5428408767435,96.0148021633931,100
264,"small",100,0,0,54.228855721393,100,0,100,41.2935323383085,100,0,89.0547263681592,0,98.5074626865672,98.5074626865672
265,"large",2.0933014354067,3.64832535885167,0,1.67464114832536,79.8444976076555,4.96411483253589,99.1028708133971,82.6555023923445,88.755980861244,5.26315789473684,0,61.6626794258373,76.4354066985646,85.1076555023923
266,"small",0.895522388059702,0,0,100,0.895522388059702,0,34.3283582089552,0,34.3283582089552,0,82.3880597014925,0,82.3880597014925,99.7014925373134
267,"large",92.3979352416706,57.3674331299859,56.7339277334585,91.9755983106523,62.7404974190521,79.3993430314406,98.3106522759268,44.5565462224308,74.8709526044111,58.3998122946973,50.4927264195213,39.1600187705303,72.1492257156265,89.5588925387142
268,"large",96.9770253929867,80.2902055622733,81.8621523579202,99.6372430471584,83.7363966142684,98.7908101571947,95.7073760580411,88.4220072551391,83.0713422007255,80.0785973397823,63.9056831922612,71.0701330108827,66.0217654171705,100
269,"small",66.1862527716186,78.8248337028825,83.1485587583149,100,95.3436807095344,97.1175166297118,100,28.7139689578714,59.9778270509978,97.8935698447894,28.0487804878049,62.7494456762749,79.3791574279379,100
27,"small",1.71990171990172,1.71990171990172,0,39.3120393120393,0,24.8157248157248,100,97.7886977886978,100,23.3415233415233,0,0,76.4127764127764,91.1547911547912
270,"small",0,10.5831533477322,33.2613390928726,5.83153347732181,3.67170626349892,20.3023758099352,96.3282937365011,79.2656587473002,0,0,0.431965442764579,0,54.6436285097192,100
271,"large",97.4484944532488,78.1458003169572,4.5324881141046,95.7527733755943,36.7511885895404,78.716323296355,98.4310618066561,55.5784469096672,88.0348652931854,21.5530903328051,64.1838351822504,81.6323296354992,88.9223454833597,99.9841521394612
272,"small",17.4515235457064,0,0,13.98891966759,100,78.5318559556787,100,26.3157894736842,20.6371191135734,5.12465373961219,52.6315789473684,0,91.2742382271468,100
273,"small",100,0,100,100,0,0,98.2456140350877,98.2456140350877,15.7894736842105,0,96.140350877193,97.5438596491228,92.280701754386,100
274,"small",100,42.4568965517241,12.7155172413793,99.5689655172414,0,99.7844827586207,98.2758620689655,0,61.6379310344828,9.26724137931035,93.3189655172414,2.80172413793103,13.7931034482759,100
275,"small",52.0179372197309,53.5874439461883,18.8340807174888,100,18.8340807174888,93.4977578475336,91.7040358744395,100,86.322869955157,18.8340807174888,10.0896860986547,89.4618834080718,62.5560538116592,100
276,"small",8.81226053639847,0,1.53256704980843,100,8.81226053639847,2.10727969348659,47.7011494252874,8.62068965517241,22.9885057471264,0,72.9885057471264,72.9885057471264,89.8467432950192,100
277,"small",25.3025302530253,20.1320132013201,0,49.0649064906491,20.1320132013201,2.97029702970297,100,96.2596259625963,100,0,0,77.3377337733773,57.3157315731573,100
278,"medium",95.9805115712546,0,0,89.646772228989,12.6674786845311,0.365408038976857,91.4738124238733,16.4433617539586,1.21802679658952,0,46.163215590743,34.2265529841657,80.9987819732034,55.9074299634592
279,"small",26.4325323475046,0,0,68.5767097966728,24.0295748613678,0,99.2606284658041,16.8207024029575,45.8410351201479,0,95.1940850277264,0.739371534195933,100,100
28,"small",0,100,0,80.5128205128205,4.87179487179487,82.5641025641026,53.8461538461538,0,29.7435897435897,5.64102564102564,10.5128205128205,35.1282051282051,58.974358974359,63.8461538461538
280,"small",0.952380952380952,3.0952380952381,0,37.3809523809524,59.2857142857143,41.4285714285714,100,100,100,0,3.92857142857143,64.6428571428572,98.6904761904762,100
281,"small",100,100,100,100,76.2048192771084,0,76.2048192771084,76.2048192771084,100,0,92.7710843373494,84.3373493975904,100,100
282,"small",24.416135881104,24.416135881104,0,100,0,66.2420382165605,100,100,100,0,0,66.0297239915074,60.5095541401274,100
283,"small",0,0,0,27.9545454545455,66.25,32.7272727272727,100,93.5227272727273,89.3181818181818,0,13.4090909090909,25.2272727272727,63.9772727272727,100
284,"medium",69.0298507462687,33.0732700135685,0,90.6716417910448,8.24287652645862,49.5590230664858,100,8.34464043419267,89.9932157394844,23.4396200814111,47.8629579375848,52.3405698778833,99.3554952510176,99.8643147896879
285,"small",75.7188498402556,31.629392971246,71.6719914802982,100,79.4462193823216,95.8466453674121,100,100,43.024494142705,46.4323748668797,86.9009584664537,18.4238551650692,88.604898828541,100
286,"small",93.6860068259386,8.19112627986348,0,86.3481228668942,2.21843003412969,35.3242320819113,87.2013651877133,0,82.2525597269625,62.9692832764505,93.3447098976109,21.160409556314,55.9726962457338,98.9761092150171
287,"small",0,100,0.552486187845304,100,0,0.920810313075507,100,16.7587476979742,67.4033149171271,0,72.5598526703499,80.6629834254144,98.7108655616943,100
288,"small",0,0,0,0,80.5486284289277,0,100,79.3017456359102,87.2817955112219,1.24688279301746,0,93.0174563591022,56.857855361596,100
289,"large",98.4803337306317,94.4874851013111,80.2443384982122,99.9702026221692,59.1477949940405,99.9404052443385,100,4.23122765196663,76.0429082240763,58.73063170441,52.2050059594756,82.7175208581645,87.4851013110846,100
29,"large",96.0922787193974,0,0,94.3032015065913,82.6271186440678,30.6026365348399,99.8587570621469,39.8775894538606,65.819209039548,0,28.6252354048964,41.2900188323917,71.939736346516,95.668549905838
290,"small",100,100,100,92.4418604651163,0,98.2558139534884,61.6279069767442,0,100,0,52.6162790697674,75,26.7441860465116,100
291,"small",100,0,0,0,0,0,87.8787878787879,82.2510822510823,78.7878787878788,0,89.6103896103896,91.7748917748918,100,96.1038961038961
292,"small",56.3218390804598,0,0,0,0,0,99.7701149425287,99.7701149425287,95.4022988505747,0,0.919540229885057,92.4137931034483,95.4022988505747,64.5977011494253
293,"small",31.5914489311164,72.209026128266,52.9691211401425,100,29.9287410926366,100,38.0047505938242,29.9287410926366,20.9026128266033,0,22.0902612826603,80.5225653206651,6.88836104513064,93.8242280285036
294,"small",0,0,0,0,0,0,86.3905325443787,50.2958579881657,63.6094674556213,0,70.414201183432,61.2426035502959,78.1065088757396,87.5739644970414
295,"small",18.5647425897036,100,44.7737909516381,98.7519500780031,13.1045241809672,11.7004680187207,100,10.9204368174727,22.4648985959438,0,35.2574102964119,81.1232449297972,68.798751950078,98.7519500780031
296,"small",0.914634146341463,99.0853658536585,0,7.6219512195122,0,99.0853658536585,100,99.0853658536585,24.0853658536585,0,83.2317073170732,0,53.9634146341463,85.0609756097561
297,"small",96.0869565217391,0,0,0,0,0,39.5652173913043,39.5652173913043,0,0,78.2608695652174,91.304347826087,100,76.5217391304348
298,"medium",91.1696359411309,94.4229279628195,15.1045701006971,92.4864446165763,0,40.6661502711077,99.3803253292022,14.8721920991479,13.8652207591015,0,34.1595662277304,54.9961270333075,73.8187451587916,79.9380325329202
299,"small",100,47.6868327402135,24.1992882562278,57.2953736654804,20.2846975088968,0,48.3985765124555,21.7081850533808,18.5053380782918,47.6868327402135,81.4946619217082,18.5053380782918,100,100
3,"small",0.90293453724605,0,3.6117381489842,0,0,40.8577878103837,100,0,100,0,0,87.8103837471783,74.2663656884876,100
30,"small",100,100,100,100,100,0,100,100,100,0,99.5391705069124,100,100,100
300,"small",0,0,0,33.5483870967742,0,10,97.4193548387097,0,0,85.8064516129032,19.6774193548387,76.1290322580645,31.9354838709677,100
301,"large",86.3945578231292,67.1201814058957,68.7074829931973,63.3786848072562,38.7755102040816,21.3151927437642,81.2925170068027,54.9886621315193,65.5328798185941,0,32.4263038548753,34.0136054421769,54.3083900226757,81.7460317460317
302,"small",0,0,0,0,100,0,100,100,92.7272727272727,0,0,0,96.6666666666667,96.6666666666667
303,"small",0,0,0,15.8705701078582,0,0,24.9614791987673,0,0,0,72.1109399075501,6.93374422187981,100,87.8274268104777
304,"large",85.4862119013062,84.978229317852,83.5994194484761,86.1393323657474,39.9129172714078,0,99.0566037735849,82.2206095791001,72.4238026124819,54.644412191582,23.9477503628447,30.1161103047896,46.0087082728592,75.689404934688
305,"small",100,100,100,100,8.01186943620178,32.6409495548961,62.3145400593472,0,16.3204747774481,98.2195845697329,86.053412462908,0,94.3620178041543,95.2522255192878
306,"large",96.1485557083906,71.1141678129298,49.1059147180193,98.7620357634113,67.4002751031637,0,69.6011004126547,69.6011004126547,65.0618982118294,71.1141678129298,39.7524071526823,31.3617606602476,98.2118294360385,87.4828060522696
307,"small",100,0,100,100,0,100,100,70.3601108033241,44.5983379501385,14.6814404432133,88.9196675900277,0,92.5207756232687,99.7229916897507
308,"small",0.565770862800566,39.1796322489392,0,25.4596888260255,16.4073550212164,68.1753889674682,99.7171145685997,16.4073550212164,0,100,84.5827439886846,7.92079207920792,79.9151343705799,100
309,"small",71.9723183391004,36.6782006920415,58.477508650519,41.8685121107266,47.4048442906574,8.30449826989619,51.9031141868512,76.1245674740484,31.8339100346021,0,4.49826989619377,87.8892733564014,17.9930795847751,94.8096885813149
31,"large",93.9467312348668,94.6731234866828,0,98.2243744955609,89.7497982243745,100,100,1.45278450363196,26.4729620661824,95.6416464891041,22.1953188054883,64.0839386602099,91.0411622276029,98.3857949959645
310,"small",0,0,0,0,14.4578313253012,0,59.4377510040161,14.4578313253012,43.7751004016064,0,88.3534136546185,83.1325301204819,93.1726907630522,86.7469879518072
311,"medium",94.4841675178754,45.8631256384065,0.408580183861083,92.5434116445352,2.75791624106231,69.8672114402451,47.2931562819203,3.06435137895812,18.1818181818182,0,22.267620020429,13.2788559754852,79.0602655771195,95.3013278855976
312,"small",0,24.8803827751196,100,79.1866028708134,59.8086124401914,4.54545454545455,100,82.0574162679426,99.7607655502392,0,0,85.8851674641148,55.0239234449761,95.933014354067
313,"small",4.642166344294,100,100,41.5860735009671,0,97.2920696324952,98.4526112185687,27.6595744680851,14.5067698259188,0,0,70.9864603481625,91.6827852998066,85.8800773694391
314,"small",100,0,98.1481481481482,98.1481481481482,0,98.1481481481482,100,21.2962962962963,38.8888888888889,0,48.1481481481481,2.77777777777778,98.1481481481482,100
315,"small",86.6666666666667,86.6666666666667,0,86.6666666666667,0,86.6666666666667,86.6666666666667,0,0,0,78.3333333333333,23.3333333333333,13.3333333333333,86.6666666666667
316,"small",97.5778546712803,97.5778546712803,97.5778546712803,0,4.84429065743945,96.1937716262976,98.2698961937716,97.5778546712803,2.42214532871972,0,95.1557093425606,83.3910034602076,32.1799307958478,86.159169550173
317,"small",60.9120521172638,0,0,0,0,0,25.7328990228013,4.88599348534202,2.28013029315961,0,30.9446254071661,8.46905537459283,100,12.3778501628664
318,"large",93.796992481203,54.8872180451128,40.4135338345865,84.5864661654135,0,0,92.8571428571429,87.9699248120301,7.70676691729323,0,44.7368421052632,45.6766917293233,96.8045112781955,94.3609022556391
319,"medium",94.1220238095238,62.3511904761905,12.202380952381,87.2767857142857,4.16666666666667,61.235119047619,85.6398809523809,5.65476190476191,64.2113095238095,0,24.0327380952381,10.4166666666667,77.3065476190476,52.827380952381
32,"medium",97.0820668693009,91.6717325227964,82.6747720364742,92.7659574468085,0,55.6838905775076,97.0820668693009,73.0091185410334,49.0577507598784,89.1185410334347,40.790273556231,40.4255319148936,86.5653495440729,97.9939209726444
320,"small",0,0,1.1400651465798,0.325732899022801,100,0,100,100,96.4169381107492,92.3452768729642,0,0,80.4560260586319,89.9022801302931
321,"small",10.7438016528926,10.7438016528926,0,9.50413223140496,0,100,75.6198347107438,0,21.900826446281,0,23.1404958677686,9.91735537190083,44.2148760330579,79.7520661157025
322,"small",41.7177914110429,37.4233128834356,37.4233128834356,0,0,5.8282208588957,98.159509202454,0.613496932515337,98.159509202454,0,1.84049079754601,88.9570552147239,92.3312883435583,47.239263803681
323,"small",90.4761904761905,8.33333333333333,8.33333333333333,8.33333333333333,0,0,89.8809523809524,4.16666666666667,0,0,98.8095238095238,10.7142857142857,100,34.5238095238095
324,"small",100,0,21.0526315789474,18.859649122807,0,50,100,98.6842105263158,100,0,87.719298245614,0,95.1754385964912,99.5614035087719
325,"medium",31.7838246409675,29.8941798941799,0,98.4126984126984,80.5744520030234,97.5434618291761,99.0929705215419,13.265306122449,47.6190476190476,84.8828420256992,15.3439153439153,44.7089947089947,10.1662887377173,100
326,"small",7.12788259958071,2.09643605870021,0,20.335429769392,40.461215932914,2.09643605870021,100,97.0649895178197,81.9706498951782,0,93.5010482180294,92.8721174004193,58.7002096436059,100
327,"small",49.4019138755981,4.1866028708134,6.2200956937799,98.444976076555,6.45933014354067,55.3827751196172,98.444976076555,0,7.6555023923445,0,25.5980861244019,76.9138755980861,33.0143540669856,98.444976076555
328,"large",97.579185520362,79.7963800904977,65.1809954751131,84.7285067873303,32.579185520362,81.3574660633484,100,75.5882352941177,92.7601809954751,82.8506787330317,54.9773755656109,53.4389140271493,86.4027149321267,97.10407239819
329,"small",0.499168053244592,24.9584026622296,0,100,80.0332778702163,38.1031613976705,100,18.9683860232945,100,14.8086522462562,82.6955074875208,77.5374376039933,22.9617304492512,100
33,"small",82.7272727272727,48.1818181818182,6.81818181818182,82.5,82.0454545454545,92.2727272727273,93.6363636363636,23.6363636363636,16.8181818181818,0,82.7272727272727,35.4545454545455,61.8181818181818,96.5909090909091
330,"large",17.7551020408163,11.4285714285714,0,43.469387755102,0,13.8775510204082,99.4897959183673,41.530612244898,88.6734693877551,0,0,41.8367346938776,57.2448979591837,91.6326530612245
331,"small",43.8761776581427,0.134589502018843,44.1453566621804,100,1.07671601615074,93.2705248990579,99.3270524899058,20.8613728129206,99.3270524899058,32.8398384925976,8.74831763122476,86.1372812920592,81.9650067294751,100
332,"large",96.0421052631579,0,11.7684210526316,98.8842105263158,80.9052631578947,89.0105263157895,100,21.3894736842105,71.8947368421053,0,53.1368421052632,66.7578947368421,67.5157894736842,95.6631578947368
333,"medium",99.1355777979982,46.5878070973612,0,53.0482256596906,8.82620564149227,52.1383075523203,70.154686078253,60.1455868971792,45.5868971792539,37.5796178343949,35.031847133758,43.9945404913558,81.4831665150137,99.5450409463148
334,"small",0,0,0,63.2246376811594,2.71739130434783,6.34057971014493,100,14.4927536231884,97.463768115942,0,0,78.2608695652174,78.2608695652174,93.6594202898551
335,"small",87.378640776699,0,0,82.7669902912621,0,25.9708737864078,99.0291262135922,74.0291262135922,6.55339805825243,2.9126213592233,86.6504854368932,12.621359223301,7.28155339805825,92.4757281553398
336,"small",7.52864157119476,0,100,38.9525368248772,6.87397708674304,24.5499181669394,100,32.8968903436989,93.4533551554828,0,0,72.9950900163666,93.126022913257,57.4468085106383
337,"small",99.5290423861852,99.5290423861852,0,0,0.156985871271586,0,99.5290423861852,0,99.5290423861852,0,89.6389324960754,89.6389324960754,71.585557299843,82.1036106750392
338,"small",34.6414073071719,18.2679296346414,18.1326116373478,100,100,37.8890392422192,100,81.596752368065,100,24.6278755074425,20.8389715832206,74.0189445196211,17.1853856562923,100
339,"small",100,10.5590062111801,0,73.2919254658385,0,0,69.7204968944099,12.888198757764,16.9254658385093,0,89.9068322981366,90.3726708074534,63.5093167701863,97.8260869565217
34,"large",89.4860914662895,82.6025459688826,0,87.1287128712871,0.848656294200849,94.1537010843942,93.9179632248939,0.848656294200849,93.0693069306931,0,25.6954266855257,70.6742102781707,95.0966525223951,93.3521923620934
340,"small",31.1064718162839,31.5240083507307,0,100,0,0,100,48.4342379958246,100,0,0,81.419624217119,65.1356993736952,58.455114822547
341,"small",0,0,0,87.8846153846154,0,100,100,51.5384615384615,83.4615384615385,0,0,26.9230769230769,99.2307692307692,100
342,"medium",40.6522737712448,11.437758383096,33.1649058337161,85.8980248047772,0,51.3550757923748,97.8870004593477,3.81258612769867,68.8562241616904,0,18.3739090491502,9.32475884244373,19.3385392742306,94.9931097841066
343,"small",100,0,0,37.2881355932203,0,25.90799031477,100,42.1307506053269,27.3607748184019,0,87.8934624697336,97.0944309927361,28.8135593220339,100
344,"medium",4.41576086956522,0,15.2173913043478,67.7649456521739,7.50679347826087,96.5013586956522,99.1847826086957,10.5298913043478,74.3546195652174,6.55570652173913,0,20.1426630434783,55.6725543478261,96.6711956521739
345,"large",97.4141774409273,0.0445831475702185,0,57.9135086937138,0,91.1279536335265,93.8921087828801,48.9522960320999,64.3334819438252,0,51.2706197057512,77.4409273294695,73.1609451627285,98.6625055728935
346,"large",97.979797979798,63.3838383838384,82.3426573426573,95.7653457653458,21.6394716394716,99.7280497280497,99.5337995337995,77.5252525252525,53.5547785547786,74.7863247863248,59.2268842268842,66.1227661227661,43.2983682983683,96.4063714063714
347,"small",34.1736694677871,16.2464985994398,0,34.1736694677871,0,49.0196078431373,100,100,99.7198879551821,0,6.72268907563025,78.9915966386555,74.7899159663866,97.4789915966387
348,"small",0.159489633173844,0.159489633173844,96.6507177033493,40.6698564593301,0,97.1291866028708,100,100,31.2599681020734,100,80.0637958532695,79.4258373205742,96.8102073365231,100
349,"large",97.3919172932331,21.9454887218045,94.6428571428571,42.8101503759398,85.7377819548872,97.5093984962406,100,27.3731203007519,50.4464285714286,29.4407894736842,45.9586466165414,50.2114661654135,30.1691729323308,100
35,"small",49.1442542787286,100,0,100,66.9926650366748,86.7970660146699,100,67.9706601466993,83.6185819070905,0,0,0,52.5672371638142,75.7946210268949
350,"small",21.6981132075472,58.7264150943396,0,25.4716981132075,0,34.1981132075472,100,0,0,0,0,84.6698113207547,4.71698113207547,94.811320754717
351,"large",92.2827687776141,87.9823269513991,4.56553755522828,98.939617083947,18.4977908689249,93.7555228276878,98.8217967599411,84.4182621502209,90.9572901325479,0,40.3534609720177,42.4742268041237,64.8011782032401,99.5287187039764
352,"small",57.5971731448763,32.8621908127208,23.8515901060071,2.82685512367491,0,69.9646643109541,100,100,53.5335689045936,0,0,90.8127208480565,93.4628975265018,100
353,"small",8.09443507588533,100,0,0,0,34.2327150084317,100,39.7976391231029,73.3558178752108,35.9190556492412,0,81.2816188870152,45.1939291736931,100
354,"large",97.6002742543709,94.4806307850531,0.0685635927322592,91.0867329448063,35.2416866643812,98.8344189235516,100,76.1055879328077,80.1165581076448,31.9506342132328,46.1432979088104,68.9064106959205,16.2838532739116,99.9657182036339
355,"small",100,100,0,100,0,100,100,100,100,0,92.5333333333333,70.4,30.4,100
356,"small",74.5395449620802,62.5135427952329,0,99.3499458288191,0,97.6164680390033,99.3499458288191,41.1700975081257,65.1137594799567,0,76.7063921993499,80.1733477789816,12.5677139761647,99.3499458288191
357,"large",96.122860020141,92.2960725075529,0,97.3816717019134,0.251762336354481,98.4390735146022,92.0946626384693,48.8418932527694,16.2134944612286,0.956696878147029,42.9003021148036,62.0342396777442,38.8721047331319,93.6052366565962
358,"large",96.803546430238,93.0937937470835,0,93.7937470835278,64.255716285581,85.4876341577228,96.1502566495567,77.2048530097994,50.0933271115259,62.1091927204853,40.807279514699,58.1661222585161,70.9052729818012,91.4839010732618
359,"large",12.9088530309638,0,0,80.5494984736154,15.0457915394679,100,94.8975141735717,0,84.9542084605321,15.1766245093764,0.828608809419974,49.2804186655037,81.9886611426079,100
36,"small",0,28.7262872628726,0,0,2.4390243902439,0,85.3658536585366,85.3658536585366,47.4254742547426,0,0,80.4878048780488,95.1219512195122,55.2845528455285
360,"small",13.6752136752137,8.54700854700855,0,100,0,29.4017094017094,93.6752136752137,11.1111111111111,77.6068376068376,0,0,90.7692307692308,72.4786324786325,99.3162393162393
361,"small",91.8213457076566,32.5406032482599,91.8213457076566,80.800464037123,73.8399071925754,100,100,60.4988399071926,47.969837587007,82.9466357308585,70.5336426914153,67.92343387471,22.0417633410673,100
362,"small",25.4019292604502,20.2572347266881,0,57.556270096463,0,0,98.3922829581994,6.43086816720257,85.8520900321543,0,0,34.0836012861736,66.2379421221865,100
363,"small",41.4194915254237,0,0,85.5932203389831,0,100,100,0,62.0762711864407,0,4.66101694915254,32.4152542372881,88.5593220338983,100
364,"large",61.0125765881974,56.0786842953886,0,84.6823605288617,89.7129958078039,90.228958400516,97.8716543050629,92.6152853918091,38.3424701709126,21.5091905836827,18.2844243792325,73.266688165108,66.0754595291841,99.3227990970655
365,"small",43.7086092715232,0,0,100,90.728476821192,0,100,100,100,0,0.662251655629139,59.9337748344371,61.9205298013245,100
366,"small",51.5474919957311,52.2945570971185,0,100,2.02774813233725,0,100,1.49413020277481,89.0074706510139,0,3.2017075773746,93.3831376734258,28.068303094984,99.0394877267876
367,"small",86.0377358490566,8.49056603773585,0,99.2452830188679,0,8.11320754716981,96.7924528301887,0,90.5660377358491,0,12.2641509433962,82.2641509433962,16.0377358490566,99.622641509434
368,"small",6.30434782608696,6.30434782608696,100,100,99.9275362318841,100,71.8840579710145,69.0579710144928,75.5797101449275,99.9275362318841,0,97.8985507246377,76.3768115942029,98.8405797101449
369,"small",100,100,0,100,97.196261682243,100,97.196261682243,97.196261682243,2.57009345794392,0,88.5514018691589,0,78.5046728971963,96.0280373831776
37,"small",0,100,100,98.5245901639344,12.2950819672131,0,100,19.672131147541,85.7377049180328,0,72.2950819672131,0,84.0983606557377,90.1639344262295
370,"small",0,0,0,39.7435897435897,0,0,100,81.7948717948718,100,0,72.3076923076923,90.2564102564103,44.3589743589744,83.3333333333333
