"centre_no","size","rest.cafe.400","bus.400.tram.600.train.800","supermarket.800","convenience.400","butcher.800","bakery.800","pharmacy.800","post.800","park.400","comm.ctr.800","childcare.800","kindergarten.800","primary.800","distsport.800","comm.health.800","mat.child.health.800","gp.400","dentist.800"
1103,"large",41.1078717201166,55.1020408163265,94.1690962099125,42.2740524781341,0,86.2973760932945,94.1690962099125,94.1690962099125,31.7784256559767,97.9591836734694,98.2507288629738,0,83.3819241982507,0,0,86.2973760932945,44.8979591836735,0
1104,"small",84.2105263157895,75,0,0,0,0,0,0,100,0,92.1052631578947,92.1052631578947,92.1052631578947,100,0,0,0,0
1105,"small",74.8792270531401,60.8695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,"small",0,0,0,0,0,0,0,0,42.0512820512821,0,100,100,13.0769230769231,88.974358974359,0,0,0,0
1107,"small",0,100,0,0,0,0,0,0,90,0,100,100,90,100,0,0,0,0
1108,"large",56.6153846153846,79.5384615384615,90,15.6923076923077,0,83.2307692307692,83.6923076923077,83.5384615384615,17.0769230769231,70,84.1538461538462,79.2307692307692,17.5384615384615,4.15384615384615,0,0,17.6923076923077,83.6923076923077
1109,"small",95.3703703703704,95.3703703703704,0,0,0,100,0,100,94.4444444444444,0,100,100,100,100,0,0,0,0
111,"small",0,99.0671641791045,0,74.8134328358209,0,0,12.1268656716418,0,79.6641791044776,0,100,100,100,0,0,100,0,72.2014925373134
1110,"large",22.9565217391304,61.304347826087,94.3478260869565,27.9130434782609,0,0,68.0869565217391,64.9565217391304,46.4347826086956,55.7391304347826,81.5652173913043,11.304347826087,46.9565217391304,61.0434782608696,0,39.0434782608696,31.3913043478261,11.4782608695652
1111,"small",0,28.2608695652174,0,78.2608695652174,0,0,0,0,0,0,96.0869565217391,0,1.73913043478261,0,0,0,0,100
1112,"small",0,100,0,0,0,0,0,0,94.5945945945946,0,43.2432432432432,0,43.2432432432432,43.2432432432432,0,0,0,0
1113,"small",82.6086956521739,100,0,82.6086956521739,0,0,0,100,75.3623188405797,0,89.8550724637681,0,89.8550724637681,7.2463768115942,0,0,0,0
1114,"small",0,100,0,0,0,0,0,15.5555555555556,84.4444444444444,15.5555555555556,15.5555555555556,15.5555555555556,15.5555555555556,100,0,0,0,0
